title,category_name,category_slug,price_uah,weight,pieces,description_items,url,image
Нагетси,Снеки,sneki,140,,10,,https://sushilubin.com.ua/offer/nagetsi,https://firebasestorage.googleapis.com/v0/b/webui-f781c.appspot.com/o/velukuilubin%2Fsneki%2F_.jpg?alt=media&token=d6c02a96-e747-49e7-8093-b7cde84f10ac
Сирні палички,Снеки,sneki,135,,6,,https://sushilubin.com.ua/offer/sirni-palicki,https://firebasestorage.googleapis.com/v0/b/webui-f781c.appspot.com/o/velukuilubin%2Fsneki%2F_.jpg?alt=media&token=6b5fe2d6-1b1e-438c-b385-6ef661830382
Соус цезар,Снеки,sneki,20,,1,,https://sushilubin.com.ua/offer/sous-cezar,https://www.facebook.com/tr?id=257589707174520&ev=PageView&noscript=1
Соус гострий,Снеки,sneki,20,,1,,https://sushilubin.com.ua/offer/sous-gostrij,https://www.facebook.com/tr?id=257589707174520&ev=PageView&noscript=1
Соус кисло-солодкий,Снеки,sneki,20,,1,,https://sushilubin.com.ua/offer/sous-kislosolodkij,https://www.facebook.com/tr?id=257589707174520&ev=PageView&noscript=1
Соус сирний,Снеки,sneki,20,,1,,https://sushilubin.com.ua/offer/sous-sirnij,https://www.facebook.com/tr?id=257589707174520&ev=PageView&noscript=1
Теплий чіз,Теплі роли,tepli-roli,185,,,норі; темпура; рис; сир кремовий; сир моцарелла; сир хохланд.,https://sushilubin.com.ua/offer/teplij-ciz,https://firebasestorage.googleapis.com/v0/b/webui-f781c.appspot.com/o/velukuilubin%2Ftepli-roli%2F_.jpg?alt=media&token=364ff77b-cf91-4b43-a15f-98768692958d
Теплий Хоші з лососем,Теплі роли,tepli-roli,220,300 гр,,лосось; авокадо; пластина; хохланд; ікра; рисова мука; сухарі панко; норі; рис.,https://sushilubin.com.ua/offer/teplij-hosi-z-lososem,https://firebasestorage.googleapis.com/v0/b/webui-f781c.appspot.com/o/velukuilubin%2Ftepli-roli%2F_.jpg?alt=media&token=64280444-7c00-4678-9d11-030ba0f180ce
Теплий крабове м'ясо,Теплі роли,tepli-roli,195,280 гр,,м'ясо краба вічі; соус япі; авокадо; ікра; рисова мука; сухарі панко; норі; рис.,https://sushilubin.com.ua/offer/teplij-krabove-maso,https://firebasestorage.googleapis.com/v0/b/webui-f781c.appspot.com/o/velukuilubin%2Ftepli-roli%2F_.jpg?alt=media&token=cd457c01-354f-41d2-b1f4-93a255c969bd
Теплий з креветкою,Теплі роли,tepli-roli,230,300 гр,,креветка; крем сир; авокадо; ікра; рисова мука; сухарі панко; норі; рис.,https://sushilubin.com.ua/offer/teplij-z-krevetkou,https://www.facebook.com/tr?id=257589707174520&ev=PageView&noscript=1
Теплий з тунцем,Теплі роли,tepli-roli,230,300 гр,,тунець; авокадо; ікра; рисова мука; сухарі панко; норі; рис.,https://sushilubin.com.ua/offer/teplij-z-tuncem,https://firebasestorage.googleapis.com/v0/b/webui-f781c.appspot.com/o/velukuilubin%2Ftepli-roli%2F_.jpg?alt=media&token=09da285a-ff40-4fbc-bf94-14d03e26403f
Теплий з вугром,Теплі роли,tepli-roli,240,300 гр,,вугор; авокадо; ікра; рисова мука; сухарі панко; унагі соус; норі; рис.,https://sushilubin.com.ua/offer/teplij-z-vugrom,https://firebasestorage.googleapis.com/v0/b/webui-f781c.appspot.com/o/velukuilubin%2Ftepli-roli%2F_.jpg?alt=media&token=309c21b8-7959-43d6-bc25-212aee39999e
Фуджі з тунцем,Запечені в духовці,zapeceni-v-duhovci,215,,,рис; норі; айсберг; тунець; помідор; сир.,https://sushilubin.com.ua/offer/fudzi-z-tuncem,https://www.facebook.com/tr?id=257589707174520&ev=PageView&noscript=1
Запечений Айсі креветка,Запечені в духовці,zapeceni-v-duhovci,195,,,рис; норі; ікра масаго; креветка.,https://sushilubin.com.ua/offer/zapecenij-ajsi-krevetka,https://firebasestorage.googleapis.com/v0/b/webui-f781c.appspot.com/o/velukuilubin%2Fzapeceni-v-duhovci%2F_.jpg?alt=media&token=b2c8f87c-309d-4c33-9881-ba42fbbd4f9a
Запечений спайсі мідія,Запечені в духовці,zapeceni-v-duhovci,175,,,рис; норі; айсберг; мідія; сир.,https://sushilubin.com.ua/offer/zapecenij-spajsi-midia,https://firebasestorage.googleapis.com/v0/b/webui-f781c.appspot.com/o/velukuilubin%2Fzapeceni-v-duhovci%2F_.jpg?alt=media&token=e94f0698-5496-4df1-bffb-190242202175
Запечений з крабом,Запечені в духовці,zapeceni-v-duhovci,195,,,рис; норі; ікра масаго; краб.,https://sushilubin.com.ua/offer/zapecenij-z-krabom,https://firebasestorage.googleapis.com/v0/b/webui-f781c.appspot.com/o/velukuilubin%2Fzapeceni-v-duhovci%2F_.jpg?alt=media&token=b8e3b465-db88-43be-86c5-0250fd7215c7
Запечений з вугром,Запечені в духовці,zapeceni-v-duhovci,240,,,рис; норі; вугор; авокадо; сир.,https://sushilubin.com.ua/offer/zapecenij-z-vugrom,https://firebasestorage.googleapis.com/v0/b/webui-f781c.appspot.com/o/velukuilubin%2Fzapeceni-v-duhovci%2F_.jpg?alt=media&token=8bdb789e-3a9e-4a01-908d-c29f4450de66
